date,macro_rate,fii_flow,dii_flow,sentiment_A,stock_A_return,stock_B_return
2019-01-01,0.006094341595088627,0.0,0.0,-0.5002148587562626,0.0,0.0
2019-01-02,-0.014705340529721283,-0.5699515205380595,0.01249022696873495,-1.488056743931853,0.0,0.13192641781401945
2019-01-03,0.00030368338640786253,-0.6157802038973462,0.00687692185117782,1.0856094029740586,-1.571579260888184,-0.30809775071883366
2019-01-04,0.01911497771423214,1.3249645188429942,0.019661274713755904,-1.3076668983849393,0.24265909085077214,-1.7815412790708214
2019-01-07,-0.019905726058844588,0.31882095898805257,-0.015478328327399114,0.7969436900282153,0.11480709549951071,0.6708644658406718
2019-01-08,-0.04594931619609095,-0.1997903669090875,-0.0026536010831425434,-0.7010408239878044,0.9161081509565544,-1.2516556909385734
2019-01-09,-0.04339250813274525,0.5262890307873779,-0.004625213839428256,1.601571377895426,-0.08158842284202206,0.07937306185545445
2019-01-10,-0.04971735997961689,-2.081156842450041,-0.019736826764086016,0.7495505389261462,-0.5899342808280452,-0.06948371878894659
2019-01-11,-0.050053383129702665,-0.013303173653137313,0.010603272047796942,-1.0080478708740281,-0.4695246675921618,-0.12717664031470727
2019-01-14,-0.06711426168117428,2.027546207682584,-0.002703965558033584,-0.9170825522103063,-0.9175314879574477,-0.6471678631337947
2019-01-15,-0.049526302183917695,0.17261506341137714,0.0073963120498656216,0.60552520522431,-0.06074330615284096,-1.515666059413836
2019-01-16,-0.03397046347533873,0.09762895047968612,0.023597719343296124,-0.2623781307101668,0.23346971894122065,-0.5079904631700414
2019-01-17,-0.03264984952411441,0.5685106577273993,-0.003532436918276087,-0.16934250702136555,0.1515676710857418,-0.3441934190482481
2019-01-18,-0.010105025384753757,0.9151951530288142,-0.004211529826571549,1.2722388617720979,-0.5967696632852699,-0.39565064510446435
2019-01-21,-0.0007548385397128444,-1.9914036776590074,0.0011866416972399624,-0.7486888733699565,1.3177215986765392,0.3134888056461906
2019-01-22,-0.01794068779737761,-1.6818735786671992,0.009872473529834096,0.09129377217545448,-0.9147714233596579,-0.1351869474790427
2019-01-23,-0.010565672115727632,0.22105570376457312,-0.005667130253101501,0.954627793652306,-0.780575189804497,-0.23105957584895073
2019-01-24,-0.02974332413230761,-0.7085371586280731,-0.006309615971321306,0.8091174883856003,0.06152889628863489,-0.25628061308127426
2019-01-25,-0.01217431810616216,1.3298712566992987,0.010571892702413658,-0.1596126675206725,-0.5220107251303729,0.6039610498128878
2019-01-28,-0.013172836325887219,-0.3078697990215266,0.003786393238380356,-0.2889058808526582,1.1121637423400976,-0.31478394935082654
2019-01-29,-0.01687008359679243,-1.9266270339175855,-0.020447282630048205,-1.7388154625209316,-1.0219370272890549,0.9751522643715791
2019-01-30,-0.030488674484871258,-1.2578918666859216,-0.012253917994691083,-1.0562449926651958,-1.125468553586062,-0.5632037451365335
2019-01-31,-0.006037847711390652,-2.7313828149396526,0.015012358638272105,0.3183592265747336,-1.140177694763272,-0.24582533316284771
2019-02-01,-0.009128437352766694,-0.23050282865607816,0.004019282830788125,-0.1378821889422362,-1.2899411420597688,-1.4148446149918168
2019-02-04,-0.01769499379602884,-0.18290706485272334,-0.007621959310372489,0.07492707856622638,-1.0199444350201143,-2.163440359701561
2019-02-05,-0.024737664805793428,-0.41384571350428045,-0.0017040965723498207,1.0392536096340605,-0.13363523121492799,-0.23244688361953947
2019-02-06,-0.014091481094726455,1.0937216379132149,0.00013236672801670082,-1.1873231090622745,0.5132847573140602,0.19857402157682016
2019-02-07,-0.006782599807444888,1.2069747251735294,0.007357333602801641,-0.23618030223264996,-0.5967846975659978,0.5162795406824566
2019-02-08,0.0014720524244748801,-0.16631886347164426,-0.013582633948587896,0.1887109634112177,0.7583728853380325,-0.5835126227575065
2019-02-11,0.010088472484632533,-2.1355768989315407,-0.008409491386704581,-0.704159937574516,0.03903828054901679,1.2351011497283382
2019-02-12,0.052921424502041764,0.611228497001479,0.0027295575486338884,1.431477113927417,-1.6754050215963066,-0.2583594631951556
2019-02-13,0.044793124174349455,0.5236073738073505,-0.000998345804954503,0.9085868016131475,1.3030187899013472,-0.5014048479149162
2019-02-14,0.03454826959291871,0.28251569565233536,0.005718591826367098,0.2901333270887555,-0.4750711096757536,0.9431401904580534
2019-02-15,0.018272815027961152,0.9607507875523645,-0.012295073973595978,1.7942317793285865,0.430352049292038,0.817462096495377
2019-02-18,0.030592403479471068,-1.1757917854778168,0.0035712867627132115,-1.4988952796101422,2.009501262092173,0.0034406503075169736
2019-02-19,0.0531718493338889,1.9903999440974562,0.010915836193774722,-0.007726281105681772,-0.47117095722471336,0.5123598242039862
2019-02-20,0.0508929001807914,-0.9913308627422014,0.004868185471492833,0.36633696893406104,1.1880842059045307,-1.1109141614003148
2019-02-21,0.03408977064154084,0.7186871870923798,0.0013911173976159218,-0.9145550467939221,-0.4966962810047668,1.4660580966545227
2019-02-22,0.01760014632771605,-1.707801556798276,-0.0009588360256597098,0.30071454181772833,-0.32291924780374653,0.02933321777697892
2019-02-25,0.030612002084210072,-0.9408247750666805,-0.008348511527715017,-1.106582493787878,-0.8846605234055829,0.1265230020248953
2019-02-26,0.04547708550827892,1.49800144547481,-0.0007199859243978849,0.6905573182742532,-0.6414294118972365,1.4719253092618396
2019-02-27,0.05634017087438282,-0.2881860743058173,0.01259705852880406,1.0578347681289066,0.6190971938590837,-0.09361639064197677
2019-02-28,0.04302997672860893,0.8061185026081682,-0.0011902850660012558,0.2723334011283283,0.6575367833465251,-0.5027991058234317
2019-03-01,0.04767320318994332,0.21113740268208075,-0.0088980398934841,-1.8527978150649458,1.5823519883157187,0.17834940751015063
2019-03-04,0.050006919372757884,-0.13356207791413865,-0.004922470887653864,-0.9667935211660346,-0.666849127768436,0.1271889494328815
2019-03-05,0.05438069130733814,1.333846173309035,0.0020085029727593007,0.5647100032131608,-1.128365261033181,-0.5376031442454596
2019-03-06,0.07180926686630194,-0.2692872394363032,-0.003735139971808469,0.021198643512365802,0.21895797351527924,-0.7493181291176958
2019-03-07,0.07628117784179558,-1.8238236676832518,0.004853032830631407,-2.694002617692488,0.26272116443441024,-0.253683546558354
2019-03-08,0.08985944910323347,-0.8490087986567825,0.005228437607490304,1.2428303838682404,-2.0205065123903854,-0.7177449792177535
2019-03-11,0.0912110304930113,0.4972760592397541,0.008889831804046483,0.13665650625383235,0.5124991121001208,0.04627304962770418
